============================================================
  BIKER GIRL — FULL EXTRACTED DATA
  639 contour, 179 strokes, 81 Y-levels
============================================================

── CONTOUR ──
  idx         dx         dy
  y=  6.5  [+0.4533..+1.0138]  [-1.0138..-0.4533]
  y=  6.6  [+0.4740..+1.0208]  [-1.0277..-0.4740]
  y=  6.7  [+0.4948..+1.0208]  [-1.0277..-0.4948]
  y=  6.8  [+0.5156..+1.0138]  [-1.0138..-0.5225]
  y=  6.9  [+0.5433..+1.0000]  [-1.0069..-0.5433]
  y=  7.0  [+0.5709..+0.9931]  [-0.9931..-0.5709]
  y=  7.1  [+0.5917..+0.9862]  [-0.9862..-0.5986]
  y=  7.2  [+0.5986..+1.0138]  [-1.0138..-0.5986]
  y=  7.3  [+0.5917..+1.0069]  [-1.0138..-0.5986]
  y=  7.4  [+0.9723..+1.0623]  [+0.6125..+0.7647]  [-0.7647..-0.6125]  [-1.0623..-0.9723]
  y=  7.5  [+0.5986..+1.0900]  [-1.0900..-0.5986]
  y=  7.6  [+0.5848..+1.1315]  [-1.1315..-0.5848]
  y=  7.7  [+0.5848..+1.2145]  [-1.2215..-0.5848]
  y=  7.8  [+1.2353..+1.2561]  [+0.6609..+0.9792]  [-0.9862..-0.6609]  [-1.2561..-1.2422]
  y=  7.9  [+0.7509..+1.2768]  [-1.2768..-0.7509]
  y=  8.0  [+0.9308..+1.1038]  [-1.1038..-0.9308]

── STROKES ──
